Courier_id,Addr,Arrival_time,Departure,Amount,Order_id
D0239,B5250,243,266,-35,F2378
D0239,B6609,268,293,-46,F2398
D0239,A028,304,304,42,F2366
D0239,A028,304,304,33,F2322
D0239,A028,304,304,30,F2403
D0239,B0264,309,331,-33,F2322
D0239,B7122,333,354,-30,F2403
D0239,B4064,356,380,-42,F2366
D0239,A028,384,384,49,F2389
D0239,A028,384,384,40,F2379
D0239,A028,384,384,36,F2404
D0239,A028,384,384,14,F2418
D0239,B7139,400,423,-36,F2404
D0239,B8396,426,442,-14,F2418
D0239,B6138,443,469,-49,F2389
D0239,S537,470,531,1,E3835
D0239,B5262,532,540,-1,E3835
D0239,B5262,540,564,-40,F2379
D0239,A028,576,576,61,F2362
D0239,A028,576,576,46,F2386
D0239,B5673,580,605,-46,F2386
D0239,A028,609,609,37,F2425
D0239,B9139,612,635,-37,F2425
D0239,B3546,636,664,-61,F2362
D0236,A027,0,0,51,F2260
D0236,A027,0,0,37,F2255
D0236,A027,0,0,27,F2301
D0236,A027,0,0,18,F2286
D0236,B2803,11,37,-51,F2260
D0236,B1875,38,61,-37,F2255
D0236,S334,87,262,1,E2629
D0236,S334,262,262,1,E2628
D0236,B8714,288,296,-1,E2628
D0236,B8714,296,304,-1,E2629
D0236,S132,304,304,1,E1553
D0236,B2100,305,313,-1,E1553
D0236,S334,337,401,6,E2615
D0236,S334,401,401,1,E2614
D0236,B7250,429,437,-1,E2614
D0236,S111,439,439,3,E1496
D0236,B7250,441,453,-6,E2615
D0236,S134,456,456,3,E1563
D0236,B8714,456,466,-3,E1563
D0236,B8714,466,476,-3,E1496
D0236,S130,476,495,2,E1541
D0236,B2100,496,505,-2,E1541
D0236,S334,529,554,3,E2632
D0236,S334,554,554,3,E2631
D0236,B8714,580,590,-3,E2632
D0236,B8714,590,600,-3,E2631
D0236,B7542,603,624,-27,F2301
D0236,B6005,630,648,-18,F2286
D0728,A099,0,0,30,F7421
D0728,A099,0,0,18,F7435
D0728,A099,0,0,16,F7444
D0728,A099,0,0,12,F7419
D0728,A099,0,0,11,F7434
D0728,A099,0,0,9,F7442
D0728,A099,0,0,9,F7417
D0728,A099,0,0,7,F7479
D0728,A099,0,0,6,F7460
D0728,A099,0,0,5,F7506
D0728,A099,0,0,5,F7484
D0728,A099,0,0,5,F7446
D0728,A099,0,0,4,F7390
D0728,A099,0,0,3,F7443
D0728,B4492,19,29,-3,F7443
D0728,B5427,36,48,-6,F7460
D0728,B4457,76,90,-9,F7442
D0728,B3602,98,113,-12,F7419
D0728,B3527,126,140,-9,F7417
D0728,B4495,144,161,-16,F7444
D0728,B4129,168,183,-11,F7434
D0728,B4143,196,214,-18,F7435
D0728,B6219,226,239,-7,F7479
D0728,B7749,252,264,-5,F7506
D0728,B6511,281,293,-5,F7484
D0728,B2569,318,329,-4,F7390
D0728,A099,337,337,22,F7521
D0728,A099,337,337,19,F7342
D0728,A099,337,337,18,F7468
D0728,A099,337,337,17,F7424
D0728,A099,337,337,15,F7525
D0728,A099,337,337,11,F7453
D0728,B8797,372,391,-22,F7521
D0728,B3682,394,411,-17,F7424
D0728,B0501,414,432,-19,F7342
D0728,B5823,435,453,-18,F7468
D0728,B4734,459,471,-5,F7446
D0728,B5036,487,502,-11,F7453
D0728,B9058,505,522,-15,F7525
D0728,B3631,524,545,-30,F7421
D0728,S631,567,620,7,E4647
D0728,S630,621,621,2,E4621
D0728,S629,621,621,1,E4578
D0728,S629,621,621,1,E4594
D0728,B4435,621,629,-1,E4594
D0728,S633,630,630,3,E4658
D0728,B3644,631,641,-3,E4658
D0728,B3644,641,650,-2,E4621
D0728,B3253,653,661,-1,E4578
D0728,B3923,663,676,-7,E4647
D0234,A027,0,0,77,F2265
D0234,A027,0,0,62,F2259
D0234,B2300,10,39,-62,F2259
D0234,B3506,40,71,-77,F2265
D0234,A027,80,80,58,F2273
D0234,A027,80,80,40,F2251
D0234,A027,80,80,21,F2238
D0234,A027,80,80,21,F2279
D0234,B0123,81,100,-21,F2238
D0234,B4431,104,132,-58,F2273
D0234,B5172,139,158,-21,F2279
D0234,S135,165,267,3,E1573
D0234,S135,267,277,3,E1574
D0234,B8714,277,287,-3,E1573
D0234,B8714,287,297,-3,E1574
D0234,S131,297,360,1,E1543
D0234,B2100,361,369,-1,E1543
D0234,S141,370,573,1,E1591
D0234,S141,573,597,2,E1588
D0234,S141,597,617,1,E1589
D0234,S141,617,617,1,E1592
D0234,S135,619,619,1,E1576
D0234,B8714,619,627,-1,E1591
D0234,B8714,627,635,-1,E1592
D0234,B8714,635,643,-1,E1576
D0234,B0246,644,653,-2,E1588
D0234,B0246,653,661,-1,E1589
D0234,B1571,670,694,-40,F2251
D0235,A027,0,0,59,F2256
D0235,A027,0,0,45,F2264
D0235,B2016,4,32,-59,F2256
D0235,A027,36,36,51,F2304
D0235,A027,36,36,41,F2302
D0235,B7639,42,66,-41,F2302
D0235,B7880,72,98,-51,F2304
D0235,B3189,105,130,-45,F2264
D0235,A027,137,137,89,F2268
D0235,A027,137,137,47,F2244
D0235,B0631,141,167,-47,F2244
D0235,B3812,171,204,-89,F2268
D0235,S334,233,282,3,E2603
D0235,S334,282,282,1,E2602
D0235,B4737,308,318,-3,E2603
D0235,B4737,318,326,-1,E2602
D0235,S334,352,352,2,E2606
D0235,S334,352,352,2,E2605
D0235,S334,352,352,1,E2595
D0235,B4873,380,389,-2,E2606
D0235,B4873,389,398,-2,E2605
D0235,B3801,400,408,-1,E2595
D0235,S106,413,509,2,E1463
D0235,S117,514,514,3,E1507
D0235,B0246,517,526,-2,E1463
D0235,B8714,527,537,-3,E1507
D0235,S135,537,575,4,E1571
D0235,S334,600,614,2,E2620
D0235,S334,614,614,3,E2607
D0235,B4873,642,652,-3,E2607
D0235,B7250,654,665,-4,E1571
D0235,B7250,665,674,-2,E2620
D0232,A027,0,0,61,F2266
D0232,A027,0,0,32,F2261
D0232,A027,0,0,29,F2263
D0232,B3010,9,30,-29,F2263
D0232,B2908,34,56,-32,F2261
D0232,B3674,60,88,-61,F2266
D0232,A027,97,97,81,F2280
D0232,A027,97,97,38,F2258
D0232,A027,97,97,17,F2287
D0232,B6094,102,119,-17,F2287
D0232,B2206,122,145,-38,F2258
D0232,S129,153,223,1,E1531
D0232,S131,223,223,1,E1550
D0232,S124,225,225,2,E1519
D0232,S124,225,225,1,E1523
D0232,B2100,227,236,-2,E1519
D0232,S131,237,270,1,E1551
D0232,S129,270,270,1,E1538
D0232,S129,270,270,1,E1532
D0232,B8714,270,278,-1,E1551
D0232,B8714,278,286,-1,E1550
D0232,B9207,289,297,-1,E1523
D0232,B1066,298,306,-1,E1531
D0232,B1066,306,314,-1,E1532
D0232,B5414,318,326,-1,E1538
D0232,S124,326,519,1,E1520
D0232,B5414,519,551,-81,F2280
D0232,S334,576,576,1,E2619
D0232,B2100,600,608,-1,E1520
D0232,S129,609,609,1,E1533
D0232,S129,609,624,1,E1534
D0232,B7250,626,634,-1,E2619
D0232,B1066,638,646,-1,E1534
D0232,B1066,646,654,-1,E1533
D0233,A027,0,0,82,F2240
D0233,A027,0,0,50,F2267
D0233,S135,16,251,2,E1572
D0233,S135,251,270,1,E1567
D0233,S134,270,270,1,E1561
D0233,S133,270,270,1,E1559
D0233,S133,270,270,1,E1557
D0233,S129,270,270,1,E1536
D0233,B8714,270,279,-2,E1572
D0233,B8714,279,287,-1,E1559
D0233,B0246,288,296,-1,E1561
D0233,B0246,296,304,-1,E1536
D0233,B2100,306,314,-1,E1567
D0233,B2100,314,322,-1,E1557
D0233,S135,323,387,2,E1569
D0233,S133,387,387,1,E1558
D0233,B0246,389,397,-1,E1558
D0233,B0246,397,406,-2,E1569
D0233,B0246,406,438,-82,F2240
D0233,S334,464,490,1,E2591
D0233,S334,490,497,2,E2597
D0233,B2100,521,529,-1,E2591
D0233,S134,530,530,2,E1564
D0233,S135,530,530,2,E1575
D0233,S131,530,530,1,E1552
D0233,B8714,530,539,-2,E1564
D0233,B8714,539,548,-2,E1575
D0233,B8714,548,556,-1,E1552
D0233,B3801,559,568,-2,E2597
D0233,B3801,568,594,-50,F2267
D0230,A027,0,0,55,F2317
D0230,A027,0,0,54,F2315
D0230,A027,0,0,31,F2316
D0230,B9040,9,31,-31,F2316
D0230,B9095,39,66,-55,F2317
D0230,B9015,68,95,-54,F2315
D0230,A027,105,105,69,F2313
D0230,A027,105,105,35,F2318
D0230,A027,105,105,22,F2285
D0230,A027,105,105,11,F2291
D0230,A027,105,105,2,F2257
D0230,B5910,110,129,-22,F2285
D0230,B6794,131,146,-11,F2291
D0230,S106,155,213,1,E1461
D0230,S106,213,240,1,E1462
D0230,S111,243,243,2,E1489
D0230,B0246,248,257,-2,E1489
D0230,S141,260,262,3,E1587
D0230,B2100,263,272,-2,F2257
D0230,B2100,272,280,-1,E1461
D0230,S131,281,281,1,E1544
D0230,B8714,281,311,-69,F2313
D0230,B0246,312,320,-1,E1462
D0230,B0246,320,328,-1,E1544
D0230,B1066,329,339,-3,E1587
D0230,S334,364,364,1,E2633
D0230,B9207,390,398,-1,E2633
D0230,B9207,398,421,-35,F2318
D0230,A027,435,435,73,F2308
D0230,A027,435,435,34,F2309
D0230,A027,435,435,23,F2282
D0230,A027,435,435,9,F2307
D0230,B8597,445,467,-34,F2309
D0230,B8596,472,503,-73,F2308
D0230,B5533,511,530,-23,F2282
D0230,A027,532,532,74,F2247
D0230,A027,532,532,52,F2250
D0230,S106,548,597,2,E1460
D0230,B1066,606,637,-74,F2247
D0230,B1066,637,646,-2,E1460
D0230,B8399,651,665,-9,F2307
D0230,B1464,669,696,-52,F2250
D0729,A099,0,0,89,F7441
D0729,A099,0,0,43,F7422
D0729,B4435,8,41,-89,F7441
D0729,S629,41,224,2,E4575
D0729,S629,224,224,2,E4589
D0729,S621,224,230,1,E4498
D0729,S621,230,240,1,E4484
D0729,B4435,241,249,-1,E4498
D0729,S615,250,250,1,E4404
D0729,B3923,253,262,-2,E4589
D0729,B3253,264,273,-2,E4575
D0729,B2451,275,283,-1,E4484
D0729,B2451,283,291,-1,E4404
D0729,S613,291,291,1,E4377
D0729,S613,291,308,1,E4378
D0729,S629,310,310,1,E4568
D0729,S630,310,310,1,E4613
D0729,B4435,310,318,-1,E4378
D0729,B4435,318,326,-1,E4377
D0729,S620,327,327,1,E4476
D0729,B3253,329,337,-1,E4613
D0729,B2451,339,347,-1,E4568
D0729,B7238,348,356,-1,E4476
D0729,B3644,358,383,-43,F7422
D0729,S630,384,421,1,E4609
D0729,S621,421,452,2,E4488
D0729,S629,452,452,1,E4569
D0729,S621,452,452,1,E4487
D0729,S614,453,453,3,E4386
D0729,B2451,454,462,-1,E4569
D0729,B2451,462,472,-3,E4386
D0729,B2451,472,481,-2,E4488
D0729,B2451,481,489,-1,E4487
D0729,B2451,489,497,-1,E4609
D0729,S615,499,527,1,E4410
D0729,S617,528,532,1,E4428
D0729,S626,532,532,2,E4534
D0729,S628,532,532,1,E4559
D0729,B3644,534,542,-1,E4428
D0729,B3644,542,551,-2,E4534
D0729,B3644,551,559,-1,E4410
D0729,B3644,559,567,-1,E4559
D0729,S629,568,569,1,E4585
D0729,S629,569,593,2,E4586
D0729,S615,594,594,1,E4411
D0729,S627,595,595,4,E4548
D0729,S627,595,606,2,E4549
D0729,S613,608,608,2,E4375
D0729,S613,608,608,1,E4376
D0729,B3644,610,621,-4,E4548
D0729,B3644,621,630,-2,E4375
D0729,B3644,630,638,-1,E4411
D0729,B3644,638,646,-1,E4585
D0729,B3644,646,655,-2,E4586
D0729,B3644,655,664,-2,E4549
D0729,B3644,664,672,-1,E4376
D0729,S630,673,673,1,E4629
D0729,B0634,674,682,-1,E4629
D0240,A028,0,0,61,F2406
D0240,A028,0,0,32,F2384
D0240,A028,0,0,32,F2382
D0240,A028,0,0,15,F2394
D0240,B5514,7,29,-32,F2384
D0240,B7267,44,72,-61,F2406
D0240,A028,93,93,78,F2400
D0240,A028,93,93,10,F2421
D0240,B6751,115,146,-78,F2400
D0240,B5415,150,172,-32,F2382
D0240,B8576,180,194,-10,F2421
D0240,B6396,203,220,-15,F2394
D0240,A028,228,228,59,F2387
D0240,A028,228,228,54,F2385
D0240,A028,228,228,19,F2363
D0240,B5760,239,267,-59,F2387
D0240,B3550,272,290,-19,F2363
D0240,B5553,292,319,-54,F2385
D0240,A028,328,328,33,F2391
D0240,A028,328,328,31,F2354
D0240,A028,328,328,30,F2342
D0240,A028,328,328,27,F2416
D0240,A028,328,328,10,F2422
D0240,B8636,333,347,-10,F2422
D0240,B2554,349,371,-31,F2354
D0240,A028,377,377,49,F2360
D0240,B3188,380,406,-49,F2360
D0240,B8239,409,430,-27,F2416
D0240,A028,431,431,54,F2405
D0240,B7262,437,464,-54,F2405
D0240,B1454,466,487,-30,F2342
D0240,B6359,492,514,-33,F2391
D0120,A018,0,0,49,F1118
D0120,A018,0,0,42,F1149
D0120,A018,0,0,14,F1145
D0120,A018,0,0,14,F1192
D0120,B7492,12,28,-14,F1192
D0120,B0232,33,59,-49,F1118
D0120,S463,167,298,2,E3335
D0120,S448,299,313,2,E3270
D0120,B6083,430,439,-2,E3335
D0120,B6083,439,448,-2,E3270
D0120,A018,458,458,36,F1189
D0120,A018,458,458,34,F1143
D0120,A018,458,458,8,F1147
D0120,B2562,465,481,-14,F1145
D0120,B2436,486,508,-34,F1143
D0120,B7316,512,535,-36,F1189
D0120,B2728,541,565,-42,F1149
D0120,B2661,570,583,-8,F1147
D0838,A116,0,0,67,F8576
D0838,A116,0,0,45,F8566
D0838,A116,0,0,25,F8664
D0838,B6296,7,27,-25,F8664
D0838,B1172,31,61,-67,F8576
D0838,A116,71,71,76,F8621
D0838,A116,71,71,14,F8684
D0838,S004,90,217,1,E0068
D0838,S016,221,221,1,E0245
D0838,S016,221,236,1,E0322
D0838,S016,236,244,1,E0247
D0838,B0434,251,259,-1,E0068
D0838,B4012,260,291,-76,F8621
D0838,B0434,292,300,-1,E0245
D0838,B0434,300,308,-1,E0247
D0838,B7278,312,320,-1,E0322
D0838,S016,323,323,6,E0224
D0838,S016,323,323,6,E0225
D0838,S018,323,323,1,E0368
D0838,S016,323,335,1,E0227
D0838,B3341,336,348,-6,E0224
D0838,B3341,348,356,-1,E0227
D0838,B3341,356,368,-6,E0225
D0838,S014,369,369,2,E0166
D0838,S011,369,369,1,E0104
D0838,S021,370,370,1,E0465
D0838,S021,370,389,1,E0397
D0838,B0434,396,404,-1,E0368
D0838,B0434,404,412,-1,E0104
D0838,B0434,412,421,-2,E0166
D0838,B4621,422,430,-1,E0465
D0838,B7375,433,449,-14,F8684
D0838,S056,452,460,1,E1080
D0838,B1036,461,469,-1,E0397
D0838,B0064,471,479,-1,E1080
D0838,S054,481,487,6,E1026
D0838,B3062,489,501,-6,E1026
D0838,S001,509,509,1,E0004
D0838,S001,509,519,1,E0005
D0838,S001,519,519,1,E0003
D0838,S001,519,529,1,E0008
D0838,B3341,534,542,-1,E0005
D0838,B3341,542,550,-1,E0003
D0838,B3341,550,558,-1,E0004
D0838,B4012,566,574,-1,E0008
D0838,B0434,575,600,-45,F8566
D0838,S039,606,606,1,E0776
D0838,S021,607,607,1,E0464
D0838,S016,607,620,1,E0291
D0838,S012,620,624,1,E0134
D0838,S011,624,624,1,E0101
D0838,S008,625,625,1,E0083
D0838,B5710,626,634,-1,E0291
D0838,B3569,636,644,-1,E0101
D0838,B4765,653,661,-1,E0083
D0838,B0434,663,671,-1,E0134
D0838,B0434,671,679,-1,E0776
D0838,B0434,679,687,-1,E0464
D0839,A116,0,0,71,F8652
D0839,A116,0,0,38,F8626
D0839,A116,0,0,28,F8625
D0839,B4410,8,31,-38,F8626
D0839,B4339,35,56,-28,F8625
D0839,B5616,57,87,-71,F8652
D0839,S073,95,210,1,E1302
D0839,B3062,214,222,-1,E1302
D0839,S028,225,225,2,E0632
D0839,S017,225,225,2,E0333
D0839,S021,225,245,2,E0395
D0839,S016,245,245,1,E0302
D0839,B6315,247,255,-1,E0302
D0839,B1036,256,265,-2,E0395
D0839,B3341,267,276,-2,E0333
D0839,S016,277,277,2,E0240
D0839,S017,277,277,2,E0342
D0839,S017,277,290,2,E0336
D0839,S012,291,291,1,E0126
D0839,B5710,292,301,-2,E0632
D0839,B3569,303,312,-2,E0342
D0839,B3569,312,321,-2,E0240
D0839,B3341,323,331,-1,E0126
D0839,B3341,331,340,-2,E0336
D0839,S020,341,341,5,E0393
D0839,S020,341,341,2,E0391
D0839,S017,341,341,1,E0347
D0839,B5710,342,350,-1,E0347
D0839,B5710,350,359,-2,E0391
D0839,S021,360,360,1,E0424
D0839,S045,362,377,1,E0920
D0839,B6350,381,393,-5,E0393
D0839,B6350,393,401,-1,E0920
D0839,B3062,403,411,-1,E0424
D0839,S052,413,413,1,E1013
D0839,S052,413,413,1,E1014
D0839,B6315,414,422,-1,E1013
D0839,S039,422,450,1,E0791
D0839,S040,450,450,1,E0799
D0839,B6315,450,458,-1,E1014
D0839,B8851,461,469,-1,E0791
D0839,B8851,469,477,-1,E0799
D0839,S010,482,486,6,E0090
D0839,S012,487,487,1,E0136
D0839,S016,487,487,1,E0256
D0839,S021,487,508,1,E0425
D0839,S021,508,508,1,E0485
D0839,B3062,512,520,-1,E0425
D0839,B0434,523,531,-1,E0256
D0839,B4012,532,544,-6,E0090
D0839,B5948,548,556,-1,E0136
D0839,S021,567,573,2,E0426
D0839,B6315,574,582,-1,E0485
D0839,B3062,585,594,-2,E0426
D0839,S018,598,598,1,E0380
D0839,S016,598,598,1,E0261
D0839,B0064,599,607,-1,E0380
D0839,S014,608,610,1,E0167
D0839,S011,610,625,2,E0106
D0839,S011,625,625,3,E0095
D0839,S011,625,628,3,E0100
D0839,B3341,629,639,-3,E0100
D0839,B0434,646,654,-1,E0261
D0839,B0434,654,663,-2,E0106
D0839,B0434,663,671,-1,E0167
D0839,B3155,674,684,-3,E0095
D0248,A029,0,0,67,F2472
D0248,A029,0,0,30,F2471
D0248,A029,0,0,24,F2489
D0248,B5495,9,30,-30,F2471
D0248,B5631,33,63,-67,F2472
D0248,B7019,65,85,-24,F2489
D0248,A029,95,95,53,F2461
D0248,A029,95,95,30,F2465
D0248,A029,95,95,30,F2487
D0248,A029,95,95,21,F2464
D0248,B6953,100,121,-30,F2487
D0248,B3868,125,152,-53,F2461
D0248,B4341,160,181,-30,F2465
D0248,B4315,184,203,-21,F2464
D0248,A029,207,207,51,F2486
D0248,A029,207,207,24,F2483
D0248,A029,207,207,19,F2459
D0248,A029,207,207,18,F2456
D0248,B3447,212,230,-18,F2456
D0248,B6952,234,260,-51,F2486
D0248,B6733,264,284,-24,F2483
D0248,A029,292,292,89,F2458
D0248,A029,292,292,16,F2498
D0248,A029,292,292,13,F2468
D0248,B3476,311,344,-89,F2458
D0248,B3483,355,373,-19,F2459
D0248,B8183,375,392,-16,F2498
D0248,S334,416,464,2,E2627
D0248,S334,464,472,6,E2599
D0248,B4402,497,513,-13,F2468
D0248,B3807,518,530,-6,E2599
D0248,B8400,531,540,-2,E2627
D0830,A116,0,0,59,F8681
D0830,A116,0,0,29,F8711
D0830,A116,0,0,28,F8672
D0830,A116,0,0,22,F8585
D0830,B6694,11,32,-28,F8672
D0830,B9182,39,60,-29,F8711
D0830,S043,64,214,2,E0824
D0830,B3062,216,225,-2,E0824
D0830,S024,228,238,1,E0547
D0830,B7861,242,250,-1,E0547
D0830,S004,254,254,2,E0074
D0830,S004,254,256,1,E0076
D0830,S004,256,271,2,E0072
D0830,S004,271,271,1,E0075
D0830,S004,271,275,1,E0070
D0830,B6629,278,287,-2,E0072
D0830,B7861,288,297,-2,E0074
D0830,B7861,297,305,-1,E0076
D0830,B7861,305,313,-1,E0075
D0830,S014,316,316,3,E0170
D0830,S014,316,316,1,E0171
D0830,B5710,317,325,-1,E0171
D0830,B5710,325,335,-3,E0170
D0830,B5710,335,343,-1,E0070
D0830,S015,344,344,4,E0183
D0830,S011,344,344,2,E0098
D0830,S016,344,344,2,E0226
D0830,B3341,345,354,-2,E0098
D0830,B3341,354,365,-4,E0183
D0830,B3341,365,374,-2,E0226
D0830,S016,375,386,2,E0215
D0830,S016,386,386,1,E0272
D0830,S016,386,387,2,E0273
D0830,S016,387,419,1,E0253
D0830,B5143,421,430,-2,E0273
D0830,B5143,430,438,-1,E0272
D0830,S001,441,448,3,E0011
D0830,S016,452,459,1,E0265
D0830,S016,459,464,1,E0216
D0830,B3062,468,477,-2,E0215
D0830,B3062,477,485,-1,E0216
D0830,B0434,488,496,-1,E0253
D0830,B4765,498,508,-3,E0011
D0830,B4765,508,516,-1,E0265
D0830,S040,522,522,1,E0794
D0830,S023,523,532,1,E0535
D0830,B3062,536,544,-1,E0794
D0830,B0434,547,555,-1,E0535
D0830,S069,560,560,1,E1265
D0830,B2299,561,569,-1,E1265
D0830,B1726,573,592,-22,F8585
D0830,A116,600,600,75,F8709
D0830,B8905,603,634,-75,F8709
D0830,A116,637,637,79,F8678
D0830,B7039,641,673,-79,F8678
D0830,B7187,676,704,-59,F8681
D0831,A116,0,0,41,F8696
D0831,A116,0,0,35,F8570
D0831,A116,0,0,24,F8572
D0831,A116,0,0,22,F8710
D0831,A116,0,0,14,F8634
D0831,A116,0,0,4,F8698
D0831,B0837,14,37,-35,F8570
D0831,B4719,42,58,-14,F8634
D0831,B8205,61,72,-4,F8698
D0831,B9021,74,93,-22,F8710
D0831,A116,103,103,47,F8587
D0831,A116,103,103,27,F8575
D0831,B0864,114,134,-24,F8572
D0831,B1787,137,163,-47,F8587
D0831,S073,175,210,1,E1307
D0831,B4012,211,219,-1,E1307
D0831,S043,226,226,2,E0828
D0831,S026,227,230,1,E0603
D0831,B6315,231,239,-1,E0603
D0831,B3341,240,249,-2,E0828
D0831,S021,249,253,4,E0429
D0831,B3341,253,264,-4,E0429
D0831,S016,265,268,12,E0312
D0831,S016,268,268,1,E0311
D0831,S016,268,281,13,E0249
D0831,B0434,288,304,-13,E0249
D0831,B6350,305,320,-12,E0312
D0831,B6350,320,328,-1,E0311
D0831,S021,334,334,1,E0506
D0831,S004,338,338,2,E0071
D0831,B6629,341,350,-2,E0071
D0831,S003,351,351,4,E0035
D0831,S003,351,375,1,E0029
D0831,B3569,378,389,-4,E0035
D0831,S026,391,391,1,E0580
D0831,B3341,391,399,-1,E0580
D0831,B7375,403,411,-1,E0506
D0831,S046,414,416,1,E0939
D0831,S039,416,416,1,E0770
D0831,S038,416,427,1,E0748
D0831,B3341,428,436,-1,E0770
D0831,B3341,436,444,-1,E0029
D0831,B7861,447,455,-1,E0748
D0831,B7861,455,463,-1,E0939
D0831,S013,466,466,2,E0145
D0831,S012,466,466,1,E0128
D0831,S021,467,474,1,E0400
D0831,S021,474,483,1,E0437
D0831,S021,483,483,1,E0435
D0831,B3341,483,491,-1,E0128
D0831,B3341,491,500,-2,E0145
D0831,B3341,500,508,-1,E0435
D0831,B3341,508,516,-1,E0437
D0831,S030,517,525,1,E0662
D0831,S012,526,526,1,E0117
D0831,B5710,527,535,-1,E0662
D0831,B1425,539,547,-1,E0400
D0831,B1425,547,555,-1,E0117
D0831,S002,557,586,9,E0021
D0831,S002,586,586,22,E0022
D0831,S010,589,597,8,E0092
D0831,B3341,598,612,-9,E0021
D0831,B6315,613,626,-8,E0092
D0831,B3499,640,659,-22,E0022
D0831,B1094,661,682,-27,F8575
D0831,B7884,684,708,-41,F8696
D0832,A116,0,0,57,F8623
D0832,A116,0,0,43,F8691
D0832,A116,0,0,36,F8701
D0832,B7774,11,36,-43,F8691
D0832,B8451,44,67,-36,F8701
D0832,A116,73,73,69,F8665
D0832,A116,73,73,11,F8708
D0832,B4114,84,112,-57,F8623
D0832,S038,120,220,1,E0746
D0832,B6315,220,228,-1,E0746
D0832,S021,229,229,1,E0469
D0832,S017,229,243,1,E0343
D0832,B0434,250,258,-1,E0343
D0832,B5143,265,273,-1,E0469
D0832,S012,275,275,1,E0140
D0832,S014,275,275,1,E0159
D0832,S016,275,284,1,E0213
D0832,S016,284,284,3,E0246
D0832,S016,284,297,1,E0271
D0832,S017,297,297,2,E0344
D0832,S018,297,297,1,E0366
D0832,B3062,301,309,-1,E0159
D0832,B0434,312,322,-3,E0246
D0832,B0434,322,330,-1,E0366
D0832,B6350,331,339,-1,E0140
D0832,B0434,340,349,-2,E0344
D0832,B3062,352,360,-1,E0213
D0832,B5143,365,373,-1,E0271
D0832,S008,374,374,1,E0085
D0832,S020,376,406,4,E0388
D0832,S030,406,406,1,E0675
D0832,B8851,410,418,-1,E0675
D0832,B8851,418,433,-11,F8708
D0832,B7375,435,443,-1,E0085
D0832,B3062,445,456,-4,E0388
D0832,S060,456,456,1,E1099
D0832,S055,458,458,1,E1065
D0832,B1036,459,467,-1,E1099
D0832,B6315,468,476,-1,E1065
D0832,S046,476,488,1,E0937
D0832,B6315,488,496,-1,E0937
D0832,B6315,496,526,-69,F8665
D0832,S028,527,534,1,E0629
D0832,S021,534,534,1,E0486
D0832,S016,534,547,1,E0259
D0832,B3341,548,556,-1,E0629
D0832,B6315,557,565,-1,E0486
D0832,B0434,570,578,-1,E0259
D0832,S001,589,589,4,E0006
D0832,S001,589,589,2,E0007
D0832,S018,594,602,2,E0370
D0832,S021,602,603,3,E0398
D0832,S018,603,603,1,E0371
D0832,S004,607,624,1,E0064
D0832,B3341,628,636,-1,E0064
D0832,B3341,636,647,-4,E0006
D0832,B3341,647,656,-2,E0007
D0832,B4765,663,671,-1,E0371
D0832,B0434,673,682,-2,E0370
D0832,B1036,687,697,-3,E0398
D0833,A116,0,0,48,F8674
D0833,A116,0,0,45,F8561
D0833,A116,0,0,42,F8581
D0833,B0143,8,33,-45,F8561
D0833,B6747,35,61,-48,F8674
D0833,A116,71,71,38,F8666
D0833,A116,71,71,29,F8573
D0833,A116,71,71,24,F8686
D0833,B1018,77,98,-29,F8573
D0833,B6328,103,126,-38,F8666
D0833,B1439,128,152,-42,F8581
D0833,B7564,157,177,-24,F8686
D0833,A116,186,186,96,F8560
D0833,A116,186,186,24,F8702
D0833,A116,186,186,20,F8682
D0833,B7253,203,221,-20,F8682
D0833,S016,227,248,1,E0327
D0833,B8851,252,260,-1,E0327
D0833,S016,264,282,2,E0317
D0833,B6449,295,304,-2,E0317
D0833,S004,317,317,3,E0060
D0833,S004,317,317,1,E0059
D0833,B1425,318,328,-3,E0060
D0833,S001,329,335,2,E0015
D0833,S001,335,335,2,E0018
D0833,S016,339,339,3,E0307
D0833,S016,339,339,1,E0214
D0833,B3062,343,351,-1,E0214
D0833,B6350,353,362,-2,E0018
D0833,B1292,368,376,-1,E0059
D0833,S043,381,381,2,E0862
D0833,B6315,381,391,-3,E0307
D0833,B6315,391,400,-2,E0015
D0833,B6315,400,409,-2,E0862
D0833,S039,409,425,1,E0784
D0833,S040,425,425,3,E0798
D0833,S043,425,449,2,E0860
D0833,B6315,449,459,-3,E0798
D0833,B6315,459,467,-1,E0784
D0833,B0064,469,478,-2,E0860
D0833,B0064,478,512,-96,F8560
D0833,S016,513,515,1,E0258
D0833,S012,515,519,3,E0135
D0833,S016,519,519,1,E0324
D0833,B5710,520,530,-3,E0135
D0833,B7861,532,540,-1,E0324
D0833,S001,544,558,1,E0010
D0833,S001,558,558,1,E0009
D0833,B0434,569,577,-1,E0010
D0833,B0434,577,585,-1,E0009
D0833,B0434,585,593,-1,E0258
D0833,S011,600,602,2,E0108
D0833,B5710,603,612,-2,E0108
D0833,S002,615,628,5,E0023
D0833,S001,629,629,1,E0017
D0833,S008,632,632,1,E0084
D0833,B6315,635,643,-1,E0017
D0833,B6315,643,651,-1,E0084
D0833,B0434,656,668,-5,E0023
D0833,B8495,671,691,-24,F8702
D0834,A116,0,0,65,F8574
D0834,A116,0,0,62,F8580
